label,review_text,total_words,total_characters,total_stopwords,total_punctuations,total_uppercases,tokens
0,book room hyatt pricelin abl get rate night go wrong room nice spaciou clean contain amenti travel would need say fallen love hyatt chain due custom servic stay hotel differ citi staff alway extrem friendli often see hotel use self check machin custom servic person check make sure everyth go smoothli saw room high level offer chang could better view would highli recommend hotel,142,743,32,19,13,"['book', 'room', 'hyatt', 'pricelin', 'abl', 'get', 'rate', 'night', 'go', 'wrong', 'room', 'nice', 'spaciou', 'clean', 'contain', 'amenti', 'travel', 'would', 'need', 'say', 'fallen', 'love', 'hyatt', 'chain', 'due', 'custom', 'servic', 'stay', 'hotel', 'differ', 'citi', 'staff', 'alway', 'extrem', 'friendli', 'often', 'see', 'hotel', 'use', 'self', 'check', 'machin', 'custom', 'servic', 'person', 'check', 'make', 'sure', 'everyth', 'go', 'smoothli', 'saw', 'room', 'high', 'level', 'offer', 'chang', 'could', 'better', 'view', 'would', 'highli', 'recommend', 'hotel']"
0,hotel perfect locat downtown chicago shop thing pool extrem small indoor look much larger websit,30,168,7,4,3,"['hotel', 'perfect', 'locat', 'downtown', 'chicago', 'shop', 'thing', 'pool', 'extrem', 'small', 'indoor', 'look', 'much', 'larger', 'websit']"
0,omni fabul locat michigan avenu within block type store includ sak nordstrom h filen basement maci la perla appl bloomingd could go room fabul comfort nice big flat screen tv nice size bathroom charg wi fi found click ye join guest program could go sign screen right email without actual complet registr got hotel night pricelin felt terrif deal,96,580,24,27,24,"['omni', 'fabul', 'locat', 'michigan', 'avenu', 'within', 'block', 'type', 'store', 'includ', 'sak', 'nordstrom', 'h', 'filen', 'basement', 'maci', 'la', 'perla', 'appl', 'bloomingd', 'could', 'go', 'room', 'fabul', 'comfort', 'nice', 'big', 'flat', 'screen', 'tv', 'nice', 'size', 'bathroom', 'charg', 'wi', 'fi', 'found', 'click', 'ye', 'join', 'guest', 'program', 'could', 'go', 'sign', 'screen', 'right', 'email', 'without', 'actual', 'complet', 'registr', 'got', 'hotel', 'night', 'pricelin', 'felt', 'terrif', 'deal']"
0,stay junior suit beauti spaciou largest flat screen tv ever seen hotel great excus catch movi breakfast buffet great serv hotel huge atrium nice servic top notch stay lower floor east tower great wait elev alway empti shed aquarium complet wast time money field musium amaz chicago remain tie london favourit citi,104,549,23,8,14,"['stay', 'junior', 'suit', 'beauti', 'spaciou', 'largest', 'flat', 'screen', 'tv', 'ever', 'seen', 'hotel', 'great', 'excus', 'catch', 'movi', 'breakfast', 'buffet', 'great', 'serv', 'hotel', 'huge', 'atrium', 'nice', 'servic', 'top', 'notch', 'stay', 'lower', 'floor', 'east', 'tower', 'great', 'wait', 'elev', 'alway', 'empti', 'shed', 'aquarium', 'complet', 'wast', 'time', 'money', 'field', 'musium', 'amaz', 'chicago', 'remain', 'tie', 'london', 'favourit', 'citi']"
0,keep short wife daughter stay hotel night go sever vacat year great hotel locat locat center magnific mile michigan ave near easili access everyth might want hotel hotel clean room maid servic excel includ x daili clean turndown servic think miss night servic everi staff member encount super friendli kind alway someon lobbi door greet smile everi night milk cooki wait room sometim chocol pillow alway push elev button near shortag peopl ask thing conplaint congierg tough get shouuld one longer hour breakfast restaur good well attend appoint even carri wife plate tabl buffet pool nice addit hit kid nice go swim long day walk pool chang area spotless room clean sunni spaciou probabl sq ft tv couch desk chair perfect shape window open fresh air pillow pretti comfort aspect consid think unbeat valu would hesit stay recommend friend truli noth neg say hotel wonder stay miss omni hit right formula make guest feel like welcom person oppos nuisanc number airlin corner market,336,1818,46,57,43,"['keep', 'short', 'wife', 'daughter', 'stay', 'hotel', 'night', 'go', 'sever', 'vacat', 'year', 'great', 'hotel', 'locat', 'locat', 'center', 'magnific', 'mile', 'michigan', 'ave', 'near', 'easili', 'access', 'everyth', 'might', 'want', 'hotel', 'hotel', 'clean', 'room', 'maid', 'servic', 'excel', 'includ', 'x', 'daili', 'clean', 'turndown', 'servic', 'think', 'miss', 'night', 'servic', 'everi', 'staff', 'member', 'encount', 'super', 'friendli', 'kind', 'alway', 'someon', 'lobbi', 'door', 'greet', 'smile', 'everi', 'night', 'milk', 'cooki', 'wait', 'room', 'sometim', 'chocol', 'pillow', 'alway', 'push', 'elev', 'button', 'near', 'shortag', 'peopl', 'ask', 'thing', 'conplaint', 'congierg', 'tough', 'get', 'shouuld', 'one', 'longer', 'hour', 'breakfast', 'restaur', 'good', 'well', 'attend', 'appoint', 'even', 'carri', 'wife', 'plate', 'tabl', 'buffet', 'pool', 'nice', 'addit', 'hit', 'kid', 'nice', 'go', 'swim', 'long', 'day', 'walk', 'pool', 'chang', 'area', 'spotless', 'room', 'clean', 'sunni', 'spaciou', 'probabl', 'sq', 'ft', 'tv', 'couch', 'desk', 'chair', 'perfect', 'shape', 'window', 'open', 'fresh', 'air', 'pillow', 'pretti', 'comfort', 'aspect', 'consid', 'think', 'unbeat', 'valu', 'would', 'hesit', 'stay', 'recommend', 'friend', 'truli', 'noth', 'neg', 'say', 'hotel', 'wonder', 'stay', 'miss', 'omni', 'hit', 'right', 'formula', 'make', 'guest', 'feel', 'like', 'welcom', 'person', 'oppos', 'nuisanc', 'number', 'airlin', 'corner', 'market']"
0,husband fairmont chicago recent confer stay spaciou suit amen appear recent updat excel shape bed comfort view great love product bathroom use pristin tub two three night room quiet relax ate restaur downstair aria although pricey excel staff consist attent respons evid everyon well train would love stay,99,578,18,16,15,"['husband', 'fairmont', 'chicago', 'recent', 'confer', 'stay', 'spaciou', 'suit', 'amen', 'appear', 'recent', 'updat', 'excel', 'shape', 'bed', 'comfort', 'view', 'great', 'love', 'product', 'bathroom', 'use', 'pristin', 'tub', 'two', 'three', 'night', 'room', 'quiet', 'relax', 'ate', 'restaur', 'downstair', 'aria', 'although', 'pricey', 'excel', 'staff', 'consist', 'attent', 'respons', 'evid', 'everyon', 'well', 'train', 'would', 'love', 'stay']"
0,stay fairmont profession confer say confer meet room small term travel comfort hotel except think singl thing room perfect accommod luxuri hotel conveni situat within walk distanc mani chicago attract,65,395,18,9,7,"['stay', 'fairmont', 'profession', 'confer', 'say', 'confer', 'meet', 'room', 'small', 'term', 'travel', 'comfort', 'hotel', 'except', 'think', 'singl', 'thing', 'room', 'perfect', 'accommod', 'luxuri', 'hotel', 'conveni', 'situat', 'within', 'walk', 'distanc', 'mani', 'chicago', 'attract']"
0,great hotel wonder locat stay hotel last weekend one night come home love recommend highli enough evid popular busi staff still help room love spaciou clean bathroom clean bright spaciou also definit recommend hotel close magnific mile,65,391,12,13,8,"['great', 'hotel', 'wonder', 'locat', 'stay', 'hotel', 'last', 'weekend', 'one', 'night', 'come', 'home', 'love', 'recommend', 'highli', 'enough', 'evid', 'popular', 'busi', 'staff', 'still', 'help', 'room', 'love', 'spaciou', 'clean', 'bathroom', 'clean', 'bright', 'spaciou', 'also', 'definit', 'recommend', 'hotel', 'close', 'magnific', 'mile']"
0,return night conrad chicago everth hotel excel wonder room servic staff first class great view room hotel locat great right centr magnific mile wonder stay amaz citi made perfect stay conrad,62,345,15,7,8,"['return', 'night', 'conrad', 'chicago', 'everth', 'hotel', 'excel', 'wonder', 'room', 'servic', 'staff', 'first', 'class', 'great', 'view', 'room', 'hotel', 'locat', 'great', 'right', 'centr', 'magnific', 'mile', 'wonder', 'stay', 'amaz', 'citi', 'made', 'perfect', 'stay', 'conrad']"
0,nestl beaten path two block river fairmont chicago offer excel locat oper home base trip chicago staff friendli help arrang mani sightse event enjoy citi mani attract withiin easi walk distanc art institut must see millenium park fun visit architectur tour river depart dock close fairmont lot restaur nearbi room excel club room worth extra expens would definit stay,111,636,24,9,15,"['nestl', 'beaten', 'path', 'two', 'block', 'river', 'fairmont', 'chicago', 'offer', 'excel', 'locat', 'oper', 'home', 'base', 'trip', 'chicago', 'staff', 'friendli', 'help', 'arrang', 'mani', 'sightse', 'event', 'enjoy', 'citi', 'mani', 'attract', 'withiin', 'easi', 'walk', 'distanc', 'art', 'institut', 'must', 'see', 'millenium', 'park', 'fun', 'visit', 'architectur', 'tour', 'river', 'depart', 'dock', 'close', 'fairmont', 'lot', 'restaur', 'nearbi', 'room', 'excel', 'club', 'room', 'worth', 'extra', 'expens', 'would', 'definit', 'stay']"
0,stay omni band town room amaz walk hotel gorgeou complaint prompt room servic friendli front desk mani shop beauti fountin around great hotel great citi,47,259,12,10,12,"['stay', 'omni', 'band', 'town', 'room', 'amaz', 'walk', 'hotel', 'gorgeou', 'complaint', 'prompt', 'room', 'servic', 'friendli', 'front', 'desk', 'mani', 'shop', 'beauti', 'fountin', 'around', 'great', 'hotel', 'great', 'citi']"
0,great locat qualiti place stay love larg clean room queen size bed great staff help put us onto great restaur music bar coleman front desk great guy meet first impress sold hotel us person hotel deliv anniversari cake us room compliment hotel show care guest mani thank great place stay,95,497,27,7,6,"['great', 'locat', 'qualiti', 'place', 'stay', 'love', 'larg', 'clean', 'room', 'queen', 'size', 'bed', 'great', 'staff', 'help', 'put', 'us', 'onto', 'great', 'restaur', 'music', 'bar', 'coleman', 'front', 'desk', 'great', 'guy', 'meet', 'first', 'impress', 'sold', 'hotel', 'us', 'person', 'hotel', 'deliv', 'anniversari', 'cake', 'us', 'room', 'compliment', 'hotel', 'show', 'care', 'guest', 'mani', 'thank', 'great', 'place', 'stay']"
0,paid night pricelin excel june room fantast view hancock build river room larg clean couch easi chair desk chair bed newer non bedspread style bed comfort bathroom larg well pleas room hyatt everi way ate lobbi restaur attract decor bustl activ got cobb salad know food gener good cobb complaint fee park car night daili fee internet mani place offer free internet day wish hyatt would hop board concept hate leav,153,822,27,30,21,"['paid', 'night', 'pricelin', 'excel', 'june', 'room', 'fantast', 'view', 'hancock', 'build', 'river', 'room', 'larg', 'clean', 'couch', 'easi', 'chair', 'desk', 'chair', 'bed', 'newer', 'non', 'bedspread', 'style', 'bed', 'comfort', 'bathroom', 'larg', 'well', 'pleas', 'room', 'hyatt', 'everi', 'way', 'ate', 'lobbi', 'restaur', 'attract', 'decor', 'bustl', 'activ', 'got', 'cobb', 'salad', 'know', 'food', 'gener', 'good', 'cobb', 'complaint', 'fee', 'park', 'car', 'night', 'daili', 'fee', 'internet', 'mani', 'place', 'offer', 'free', 'internet', 'day', 'wish', 'hyatt', 'would', 'hop', 'board', 'concept', 'hate', 'leav']"
0,book room pricelin got good deal around per night stay first night us trip didnt use mani hotel facil hotel central locat chicago river shop north michigan avenu around mile navi pier room clean comfort th floor good view citi could see lake michigan though weather bad layout room littl peculiar bed face away window complaint hotel unlik review disturb nois guest pro con pro help friendli staff clean comfort throughout spaciou room larg airi public area starbuck gift shop lobbi con larg hotel long walk elev front desk lobbi area,179,946,32,19,26,"['book', 'room', 'pricelin', 'got', 'good', 'deal', 'around', 'per', 'night', 'stay', 'first', 'night', 'us', 'trip', 'didnt', 'use', 'mani', 'hotel', 'facil', 'hotel', 'central', 'locat', 'chicago', 'river', 'shop', 'north', 'michigan', 'avenu', 'around', 'mile', 'navi', 'pier', 'room', 'clean', 'comfort', 'th', 'floor', 'good', 'view', 'citi', 'could', 'see', 'lake', 'michigan', 'though', 'weather', 'bad', 'layout', 'room', 'littl', 'peculiar', 'bed', 'face', 'away', 'window', 'complaint', 'hotel', 'unlik', 'review', 'disturb', 'nois', 'guest', 'pro', 'con', 'pro', 'help', 'friendli', 'staff', 'clean', 'comfort', 'throughout', 'spaciou', 'room', 'larg', 'airi', 'public', 'area', 'starbuck', 'gift', 'shop', 'lobbi', 'con', 'larg', 'hotel', 'long', 'walk', 'elev', 'front', 'desk', 'lobbi', 'area']"
0,husband decid take trip chicago last minut quickli chose conrad realli know locat pleasantli surpris find almost right michigan ave connect nordstrom right heart downtown great shop hotel fabul staff extrem help give suggest show restaur recommend go joe right across street hotel everyon rave get reserv room wonder bed pillow comfort warm invit atmospher husband love workout room highli recommend conrad,126,727,21,24,20,"['husband', 'decid', 'take', 'trip', 'chicago', 'last', 'minut', 'quickli', 'chose', 'conrad', 'realli', 'know', 'locat', 'pleasantli', 'surpris', 'find', 'almost', 'right', 'michigan', 'ave', 'connect', 'nordstrom', 'right', 'heart', 'downtown', 'great', 'shop', 'hotel', 'fabul', 'staff', 'extrem', 'help', 'give', 'suggest', 'show', 'restaur', 'recommend', 'go', 'joe', 'right', 'across', 'street', 'hotel', 'everyon', 'rave', 'get', 'reserv', 'room', 'wonder', 'bed', 'pillow', 'comfort', 'warm', 'invit', 'atmospher', 'husband', 'love', 'workout', 'room', 'highli', 'recommend', 'conrad']"
0,staff friendli room well kept like typic hyatt locat hotel huge two build room good locat close michigan ave subway park day ouch bid pricelin,43,240,12,12,10,"['staff', 'friendli', 'room', 'well', 'kept', 'like', 'typic', 'hyatt', 'locat', 'hotel', 'huge', 'two', 'build', 'room', 'good', 'locat', 'close', 'michigan', 'ave', 'subway', 'park', 'day', 'ouch', 'bid', 'pricelin']"
0,stay fairmont attend confer pleas hotel doorman offer umbrella head walk sure enough start rain soon would soak upon return doorman ask walk etc reflect staff encount front desk promptli check definit regist reward program arriv complimentari gym access excel plu save internet access fee waiv member bathroom separ dress area larg conveni neg coffe maker starbuck adjac build close weekend sinc area corpor offic close day otherwis stay perfect consid confer rate per night,149,872,33,26,28,"['stay', 'fairmont', 'attend', 'confer', 'pleas', 'hotel', 'doorman', 'offer', 'umbrella', 'head', 'walk', 'sure', 'enough', 'start', 'rain', 'soon', 'would', 'soak', 'upon', 'return', 'doorman', 'ask', 'walk', 'etc', 'reflect', 'staff', 'encount', 'front', 'desk', 'promptli', 'check', 'definit', 'regist', 'reward', 'program', 'arriv', 'complimentari', 'gym', 'access', 'excel', 'plu', 'save', 'internet', 'access', 'fee', 'waiv', 'member', 'bathroom', 'separ', 'dress', 'area', 'larg', 'conveni', 'neg', 'coffe', 'maker', 'starbuck', 'adjac', 'build', 'close', 'weekend', 'sinc', 'area', 'corpor', 'offic', 'close', 'day', 'otherwis', 'stay', 'perfect', 'consid', 'confer', 'rate', 'per', 'night']"
0,stay busi love got inc tax pricelin incred deal hotel pricelin would expect pay per night mayb locat level servic heart downtown chicago walkabl mani locat lobbi impress room nice complaint check check alon go bar look like peopl realli enjoy full peopl time want stay come back husband fun weekend citi,116,611,26,23,14,"['stay', 'busi', 'love', 'got', 'inc', 'tax', 'pricelin', 'incred', 'deal', 'hotel', 'pricelin', 'would', 'expect', 'pay', 'per', 'night', 'mayb', 'locat', 'level', 'servic', 'heart', 'downtown', 'chicago', 'walkabl', 'mani', 'locat', 'lobbi', 'impress', 'room', 'nice', 'complaint', 'check', 'check', 'alon', 'go', 'bar', 'look', 'like', 'peopl', 'realli', 'enjoy', 'full', 'peopl', 'time', 'want', 'stay', 'come', 'back', 'husband', 'fun', 'weekend', 'citi']"
